SPDR Gold Shares (New York Stock Exchange Arca),
"The "SPDR" trademark is used under license from The McGraw-Hill Companies, Inc. ("McGraw-Hill"). No financial product offered by SPDR" Gold Trust, or its affiliates is sponsored, endorsed, sold or promoted by McGraw-Hill."
"Note: This document is for information purposes only and is subject to change without notice. No part of this document may be reproduced in any manner without the written permission of SPDR Gold Shares spdrgoldshares@ssga.com. Under no circumstances should it be used or considered as an offer to sell or a solicitation of any offer to buy the securities or other instruments mentioned in it"
"Note: SPDR Gold Shares does not represent that this information is accurate or complete and it should not be relied upon as such. SPDR Gold Shares is not responsible for any loss, damage, expense or claim, howsoever arising, suffered as a result of reliance on the data contained within this file."
"Note: On dates where the LBMA Gold Price is not published the most recently available LBMA Gold Price is used."
"*Note:  Since March 20, 2015, the Trust has been using the LBMA Gold Price PM as the price of gold in determining the value of the Trust's gold.  Before that date, the Trust used the London PM Fix, which was discontinued on March 19, 2015. All references to LBMA gold price have been provided for informational purposes only. ICE benchmark administration limited accepts no liability or responsibility for the accuracy of the prices or the underlying product to which the prices may be referenced."
Date, GLD Close, LBMA Gold Price, NAV per GLD in Gold, NAV/share at 10.30 a.m. NYT, Indicative Price of GLD at 4.15 p.m. NYT, Mid point of bid/ask spread at 4.15 p.m. NYT#, Premium/Discount of GLD mid point v Indicative Value of GLD at 4.15 p.m. NYT, Daily Share Volume, Total Net Asset Value Ounces in the Trust as at 4.15 p.m. NYT, Total Net Asset Value Tonnes in the Trust as at 4.15 p.m. NYT, Total Net Asset Value in the Trust
13-Jul-2005, 42.35, $424.50, 99.738400, 42.33899014, 42.309, $42.35, 0.085%, 980300, 5835802.79, 181.51, 2476830922.31
14-Jul-2005, 41.90, $424.30, 99.737300, 42.31857489, 41.859, $41.89, 0.062%, 980300, 5835802.79, 181.51, 2475636631.19
15-Jul-2005, 42.05, $418.35, 99.736000, 41.72456162, 42.043, $42.04, -0.007%, 1103900, 5835802.79, 181.51, 2440886854.82
18-Jul-2005, 42.01, $420.90, 99.732800, 41.97756823, 41.962, $42.00, 0.078%, 956400, 5835802.79, 181.51, 2455687741.40
19-Jul-2005, 41.89, $419.25, 99.731600, 41.81251044, 41.897, $41.89, -0.016%, 1124800, 5835802.79, 181.51, 2446031860.66
20-Jul-2005, 42.20, $422.15, 99.730700, 42.10134526, 42.196, $42.21, 0.021%, 2266600, 5835802.79, 181.51, 2462928697.47
21-Jul-2005, 42.46, $424.25, 99.729800, 42.31037193, 42.440, $42.45, 0.011%, 1777300, 5935532.60, 184.61, 2517467129.92
22-Jul-2005, 42.45, $425.00, 99.728700, 42.38472507, 42.439, $42.46, 0.037%, 626000, 5935532.60, 184.61, 2521891141.90
25-Jul-2005, 42.51, $425.40, 99.725500, 42.42323392, 42.473, $42.51, 0.087%, 2120100, 5935532.60, 184.61, 2524182418.32
26-Jul-2005, 42.25, $423.25, 99.724200, 42.20829413, 42.223, $42.26, 0.087%, 636900, 6035256.86, 187.72, 2553601793.84
27-Jul-2005, 42.44, $424.00, 99.723200, 42.28264797, 42.432, $42.44, 0.007%, 1527800, 6035256.86, 187.72, 2558100202.21
28-Jul-2005, 42.75, $426.40, 99.722300, 42.52159712, 42.676, $42.74, 0.138%, 3659700, 6035256.86, 187.72, 2572556625.97
29-Jul-2005, 42.82, $429.00, 99.721400, 42.7804947, 42.920, $42.82, -0.233%, 1184300, 6035256.86, 187.72, 2588219929.45
01-Aug-2005, 43.61, $431.65, 99.718300, 43.04343956, 43.113, $43.12, 0.016%, 1493900, 6033300.61, 187.66, 2604128191.46
02-Aug-2005, 43.14, $431.00, 99.717200, 42.9781496, 44.371, $43.13, -0.028%, 699600, 6152961.34, 191.38, 2651751827.87
03-Aug-2005, 43.53, $434.60, 99.716200, 43.33668048, 43.561, $43.54, -0.059%, 1545900, 6152961.34, 191.38, 2673873185.67
04-Aug-2005, 43.68, $438.60, 99.715200, 43.73509657, 43.635, $43.67, 0.080%, 867600, 6152961.34, 191.38, 2698455458.60
05-Aug-2005, 43.60, $438.25, 99.714100, 43.69971432, 43.614, $43.60, -0.043%, 1100600, 6152961.34, 191.38, 2696272373.62
08-Aug-2005, 43.35, $436.20, 99.710700, 43.49384599, 43.344, $43.37, 0.059%, 1108500, 6152961.34, 191.38, 2683570297.50
09-Aug-2005, 43.34, $433.30, 99.709600, 43.20417336, 43.338, $43.34, 0.004%, 1305800, 6152961.34, 191.38, 2665697496.16
10-Aug-2005, 43.65, $436.55, 99.708600, 43.52779884, 43.592, $43.65, 0.121%, 695500, 6152961.34, 191.38, 2685665188.26
11-Aug-2005, 44.45, $440.75, 99.707600, 43.94615739, 44.424, $44.44, 0.036%, 2186100, 6152961.34, 191.38, 2711477910.75
12-Aug-2005, 44.49, $447.25, 99.706800, 44.59387368, 44.484, $44.49, 0.002%, 2428500, 6152961.34, 191.38, 2751442006.36
15-Aug-2005, 44.13, $443.50, 99.703300, 44.21844727, 44.093, $44.12, 0.049%, 1524500, 6152961.34, 191.38, 2728278196.77
16-Aug-2005, 44.55, $443.00, 99.702200, 44.16810131, 44.462, $44.50, 0.074%, 1726800, 6152961.34, 191.38, 2725171850.87
17-Aug-2005, 43.91, $442.00, 99.701100, 44.06789452, 43.878, $43.92, 0.084%, 1989100, 6152961.34, 191.38, 2718989092.05
18-Aug-2005, 43.83, $439.65, 99.699900, 43.83306312, 43.833, $43.84, 0.015%, 1092900, 6152961.34, 191.38, 2704499994.21
19-Aug-2005, 43.60, $439.65, 99.698800, 43.83258275, 43.573, $43.60, 0.061%, 811800, 6152961.34, 191.38, 2704470355.84
22-Aug-2005, 43.70, $439.65, 99.695500, 43.8311417, 43.696, $43.72, 0.043%, 876600, 6152961.34, 191.38, 2704381442.71
23-Aug-2005, 43.76, $439.35, 99.694400, 43.80074453, 43.755, $43.77, 0.034%, 607700, 6152961.34, 191.38, 2702505937.48
24-Aug-2005, 43.59, $440.00, 99.693300, 43.86508431, 43.575, $43.59, 0.022%, 893900, 6152961.34, 191.38, 2706475702.01
25-Aug-2005, 43.73, $438.85, 99.692200, 43.74992243, 43.710, $43.71, 0.001%, 1650600, 6152961.34, 191.38, 2699370214.01
26-Aug-2005, 43.61, $436.75, 99.690900, 43.5400252, 43.624, $43.63, 0.002%, 1301700, 6152961.34, 191.38, 2686419554.65
29-Aug-2005, 43.57, $436.75, 99.687600, 43.53859376, 44.371, $43.63, -0.171%, 1301700, 6152961.34, 191.38, 2686331234.96
30-Aug-2005, 43.01, $430.65, 99.686000, 42.92980783, 43.009, $43.03, 0.037%, 2199400, 6152961.34, 191.38, 2648769142.82
31-Aug-2005, 43.40, $433.25, 99.685200, 43.18861652, 43.378, $43.39, 0.016%, 2416400, 6252646.55, 194.48, 2707926256.63
01-Sep-2005, 44.22, $439.60, 99.684600, 43.82137881, 44.115, $44.20, 0.181%, 2502800, 6250630.06, 194.41, 2747600552.04
02-Sep-2005, 44.22, $443.60, 99.683600, 44.21966005, 44.314, $44.24, -0.167%, 1414900, 6250630.06, 194.41, 2772572685.03
05-Sep-2005, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY
06-Sep-2005, 44.27, $444.15, 99.679200, 44.27254854, 44.332, $44.27, -0.151%, 1414900, 6250630.06, 194.41, 2775888793.18
07-Sep-2005, 44.33, $445.05, 99.678200, 44.36178434, 44.371, $44.34, -0.069%, 1300700, 6250630.06, 194.41, 2781483877.89
08-Sep-2005, 44.60, $448.55, 99.677200, 44.7102131, 44.540, $44.62, 0.168%, 1061100, 6370242.72, 198.14, 2856982616.39
09-Sep-2005, 44.84, $448.25, 99.676100, 44.6798162, 44.769, $44.84, 0.147%, 1393600, 6469918.83, 201.24, 2899720071.42
12-Sep-2005, 44.89, $448.35, 99.672800, 44.68831624, 44.827, $44.88, 0.106%, 752500, 6469918.83, 201.24, 2900271723.98
13-Sep-2005, 44.56, $445.40, 99.671600, 44.39374251, 44.488, $44.56, 0.150%, 951700, 6469918.83, 201.24, 2881153888.80
14-Sep-2005, 44.96, $449.30, 99.670700, 44.78204501, 44.856, $44.96, 0.220%, 1714800, 6469918.83, 201.24, 2906354721.39
15-Sep-2005, 45.42, $454.80, 99.669800, 45.32984645, 45.414, $45.42, 0.002%, 2150000, 6469918.83, 201.24, 2941907034.50
16-Sep-2005, 45.82, $457.20, 99.668800, 45.56860446, 45.812, $45.82, 0.006%, 2150000, 6569587.69, 204.34, 3002971032.22
19-Sep-2005, 46.25, $464.50, 99.665900, 46.29483718, 46.264, $46.26, -0.019%, 5983800, 6569587.69, 204.34, 3050829770.00
20-Sep-2005, 46.23, $464.80, 99.664800, 46.32423659, 46.244, $46.23, -0.041%, 1848500, 6569587.69, 204.34, 3052767190.96
21-Sep-2005, 47.06, $469.10, 99.664000, 46.75239231, 47.076, $47.08, -0.002%, 3681800, 6569587.69, 204.34, 3080982653.43
22-Sep-2005, 46.36, $466.25, 99.662700, 46.46776585, 46.383, $46.38, -0.017%, 2347300, 6669250.46, 207.44, 3108693536.02
23-Sep-2005, 46.28, $462.65, 99.661400, 46.10837712, 46.218, $46.27, 0.101%, 2348800, 6669250.46, 207.44, 3084650429.62
26-Sep-2005, 46.57, $461.70, 99.658100, 46.01215694, 46.510, $46.55, 0.085%, 1360200, 6669250.46, 207.44, 3078213299.04
27-Sep-2005, 46.25, $464.10, 99.657200, 46.25090569, 46.186, $46.23, 0.095%, 2341000, 6669250.46, 207.44, 3094185590.89
28-Sep-2005, 46.80, $464.00, 99.656100, 46.24042996, 46.733, $46.78, 0.089%, 3448000, 6669250.46, 207.44, 3093484764.27
29-Sep-2005, 47.10, $472.40, 99.655600, 47.07730871, 47.067, $47.09, 0.038%, 2947100, 6669250.46, 207.44, 3149471952.95
30-Sep-2005, 46.70, $473.25, 99.654500, 47.16152824, 46.747, $46.71, -0.089%, 1168500, 6669250.46, 207.44, 3155106238.94
03-Oct-2005, 46.42, $466.10, 99.650700, 46.44720317, 46.432, $46.44, 0.006%, 2194900, 6666956.70, 207.36, 3107318007.04
04-Oct-2005, 46.45, $466.10, 99.649600, 46.5812294, 46.466, $46.46, -0.023%, 1764500, 6666956.70, 207.36, 3116284247.15
05-Oct-2005, 46.36, $463.50, 99.648500, 46.18708379, 46.341, $46.35, 0.008%, 1687500, 6666956.70, 207.36, 3089915905.74
06-Oct-2005, 47.21, $471.80, 99.647500, 47.01370968, 47.178, $47.22, 0.0784%, 2003000, 6666956.70, 207.36, 3145217177.79
07-Oct-2005, 47.36, $472.70, 99.646400, 47.10288348, 47.342, $47.37, 0.048%, 1820500, 6666956.70, 207.36, 3151182904.92
10-Oct-2005, 47.39, $473.20, 99.643200, 47.15116214, 47.350, $47.39, 0.073%, 1284300, 6666956.70, 207.36, 3154412747.30
11-Oct-2005, 47.39, $475.50, 99.64217, 47.37985068, 47.38, $47.39, 0.0105%, 2826900, 6666956.70, 207.36, 3169712010.75
12-Oct-2005, 46.85, $475.10, 99.641000, 47.33946967, 46.955, $46.87, -0.192%, 3930000, 6666956.70, 207.36, 3167010520.72
13-Oct-2005, 47.02, $469.50, 99.639800, 46.78088588, 47.000, $47.01, 0.0213%, 2631900, 6666956.70, 207.36, 3129641265.41
14-Oct-2005, 46.80, $466.00, 99.638500, 46.43158259, 46.825, $46.79, -0.085%, 2438700, 6666956.70, 207.36, 3106272875.26
17-Oct-2005, 47.26, $474.50, 99.635600, 47.27711903, 47.227, $47.25, 0.038%, 1784300, 6666956.70, 207.36, 3162839263.22
18-Oct-2005, 47.00, $472.00, 99.634400, 47.02746477, 47.017, $47.01, -0.025%, 1095900, 6666956.70, 207.36, 3146137392.88
19-Oct-2005, 46.34, $465.90, 99.633000, 46.41905717, 46.319, $46.34, 0.034%, 2947900, 6666956.70, 207.36, 3105434924.50
20-Oct-2005, 45.98, $464.30, 99.631900, 46.25910132, 45.960, $45.97, 0.010%, 1671600, 6666956.70, 207.36, 3094733878.53
21-Oct-2005, 46.52, $462.85, 99.630700, 46.1140954, 46.517, $46.52, -0.004%, 1671600, 6666956.70, 207.36, 3085032982.37
24-Oct-2005, 46.39, $466.10, 99.627600, 46.43645635, 46.361, $46.37, 0.008%, 2051300, 6666956.70, 207.36, 3106598929.53
25-Oct-2005, 47.06, $472.25, 99.626900, 47.04882241, 47.083, $47.08, -0.016%, 3290500, 6666956.70, 207.36, 3147566218.95
26-Oct-2005, 46.93, $473.20, 99.625900, 47.14297854, 46.913, $46.92, 0.004%, 2248400, 6666956.70, 207.36, 3153865264.51
27-Oct-2005, 47.18, $474.40, 99.625900, 47.26204726, 47.182, $47.19, 0.006%, 2248400, 6666956.70, 207.36, 3161830961.97
28-Oct-2005, 47.22, $470.75, 99.623500, 46.89779053, 47.131, $47.21, 0.156%, 1431400, 6696843.76, 208.29, 3151531523.77
31-Oct-2005, 46.40, $470.75, 99.620200, 46.8962487, 46.409, $46.41, -0.008%, 2326100, 6696843.76, 208.29, 3151427912.91
01-Nov-2005, 45.73, $459.50, 99.618300, 45.77462366, 45.709, $45.74, 0.056%, 3452900, 6794072.74, 211.32, 3121829332.65
02-Nov-2005, 46.13, $460.80, 99.617200, 45.90362619, 46.132, $46.12, -0.036%, 960300, 6794072.74, 211.32, 3130627318.58
03-Nov-2005, 45.96, $461.85, 99.616100, 46.007723, 45.937, $45.95, 0.017%, 1694800, 6794072.74, 211.32, 3137726708.53
04-Nov-2005, 45.51, $460.50, 99.615000, 45.8727335, 45.509, $45.51, 0.002%, 1809200, 6794072.74, 211.32, 3128520424.79
07-Nov-2005, 45.77, $456.50, 99.611700, 45.4727504, 45.786, $45.79, -0.002%, 816600, 6794072.74, 211.32, 3101241577.31
08-Nov-2005, 45.91, $456.50, 99.610700, 45.98030766, 45.906, $45.92, 0.019%, 583600, 6794072.74, 211.32, 3135856982.36
09-Nov-2005, 46.56, $462.55, 99.609600, 46.07444157, 46.553, $46.55, -0.006%, 1363200, 6794072.74, 211.32, 3142276915.16
10-Nov-2005, 46.48, $467.00, 99.608600, 46.51724005, 46.457, $46.48, 0.038%, 809800, 6794072.74, 211.32, 3172475771.62
11-Nov-2005, 46.80, $466.75, 99.607500, 46.49182559, 46.756, $46.79, 0.061%, 1467300, 6794072.74, 211.32, 3170742505.19
14-Nov-2005, 46.62, $467.50, 99.604300, 46.56501116, 46.604, $46.62, 0.023%, 705000, 6913597.90, 215.04, 3231611773.75
15-Nov-2005, 46.66, $468.25, 99.603200, 46.6392147, 46.634, $46.65, 0.034%, 1325400, 6913597.90, 215.04, 3236761500.43
16-Nov-2005, 47.78, $475.75, 99.602400, 47.38584215, 47.724, $47.77, 0.085%, 2352500, 6913597.90, 215.04, 3288577445.10
17-Nov-2005, 48.48, $486.15, 99.601600, 48.42135499, 48.441, $48.51, 0.131%, 3965300, 7013199.58, 218.13, 3408863392.86
18-Nov-2005, 48.46, $485.85, 99.600500, 48.3909389, 48.385, $48.45, 0.123%, 1453800, 7112800.15, 221.23, 3455113035.57
21-Nov-2005, 48.99, $488.95, 99.597400, 48.69816363, 48.917, $48.99, 0.138%, 2378800, 7112800.15, 221.23, 3477048882.88
22-Nov-2005, 49.32, $492.60, 99.596500, 49.06123549, 49.240, $49.32, 0.152%, 2799500, 7112800.15, 221.23, 3502972214.27
23-Nov-2005, 49.32, $487.60, 99.595100, 48.56260805, 49.010, $49.17, 0.325%, 1723700, 7272152.44, 226.19, 3545070390.13
24-Nov-2005, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY
25-Nov-2005, 49.42, $495.90, 99.593300, 49.38836208, 49.398, $49.45, 0.095%, 775000, 7272152.44, 226.19, 3605350431.95
28-Nov-2005, 49.74, $496.00, 99.590100, 49.39670012, 49.675, $49.74, 0.120%, 2168700, 7272152.44, 226.19, 3605959108.43
29-Nov-2005, 49.80, $496.00, 99.589000, 49.39615878, 49.735, $49.79, 0.110%, 2279600, 7371741.47, 229.28, 3655315749.94
30-Nov-2005, 49.10, $495.65, 99.587900, 49.36075149, 49.076, $49.08, 0.008%, 1833300, 7371741.47, 229.28, 3652695610.43
01-Dec-2005, 50.17, $499.75, 99.587000, 49.7686404, 50.127, $50.17, 0.075%, 2556900, 7369639.28, 229.22, 3682879494.80
02-Dec-2005, 50.32, $502.50, 99.586000, 50.0419651, 50.256, $50.30, 0.077%, 1644700, 7369639.28, 229.22, 3703105420.39
05-Dec-2005, 50.78, $505.65, 99.582700, 50.35402412, 50.747, $50.77, 0.035%, 1807100, 7369639.28, 229.22, 3726197785.10
06-Dec-2005, 50.89, $504.25, 99.581600, 50.21404822, 50.667, $50.91, 0.467%, 2493500, 7369639.28, 229.22, 3715839568.11
07-Dec-2005, 51.32, $515.40, 99.580700, 51.32391114, 51.289, $51.34, 0.089%, 2279800, 7369639.28, 229.22, 3797969424.05
08-Dec-2005, 51.90, $515.70, 99.579600, 51.35322527, 51.851, $51.90, 0.084%, 3046000, 7469218.93, 232.32, 3851491895.52
09-Dec-2005, 52.40, $525.50, 99.579600, 52.32862974, 52.329, $52.34, 0.021%, 3553400, 7469218.93, 232.32, 3925074547.72
12-Dec-2005, 52.56, $536.50, 99.575700, 53.42238281, 52.538, $52.55, 0.013%, 7498300, 7469218.93, 232.32, 4006678710.48
13-Dec-2005, 51.65, $522.50, 99.574200, 52.02755843, 51.674, $51.67, -0.017%, 6161400, 7469218.93, 232.32, 3902066882.60
14-Dec-2005, 50.35, $509.50, 99.572700, 50.73233784, 50.309, $50.34, 0.052%, 6982200, 7469218.93, 232.32, 3804925338.21
15-Dec-2005, 50.24, $506.25, 99.571500, 50.40811927, 50.134, $50.17, 0.062%, 4644000, 7469218.93, 232.32, 3780608944.91
16-Dec-2005, 50.09, $507.00, 99.570500, 50.48225822, 50.093, $50.11, 0.034%, 2688000, 7568789.46, 235.41, 3836651625.10
19-Dec-2005, 50.22, $508.75, 99.567300, 50.65487798, 50.171, $50.21, 0.068%, 1985300, 7668356.79, 238.51, 3900425605.50
20-Dec-2005, 49.04, $502.50, 99.565900, 50.03189813, 48.977, $49.05, 0.139%, 4317900, 7668356.79, 238.51, 3852456156.39
21-Dec-2005, 49.37, $489.00, 99.564200, 48.68691241, 49.304, $49.37, 0.134%, 3950800, 7767921.03, 241.61, 3797579168.87
22-Dec-2005, 50.14, $500.00, 99.563600, 49.7818429, 50.125, $50.15, 0.040%, 2965300, 7767921.03, 241.61, 3882983746.49
23-Dec-2005, 50.12, $500.00, 99.562700, 50.13981285, 50.070, $50.14, 0.130%, 2877600, 7767921.03, 241.61, 3910905402.48
26-Dec-2005, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY
27-Dec-2005, 50.64, $500.00, 99.558400, 50.13816444, 50.577, $50.63, 0.105%, 4400800, 7967037.85, 247.80, 4011009198.88
28-Dec-2005, 51.47, $518.00, 99.558100, 51.57111663, 51.411, $51.46, 0.086%, 4685700, 8166154.13, 253.99, 4228831563.44
29-Dec-2005, 51.47, $513.00, 99.556700, 51.07262069, 51.440, $51.49, 0.087%, 3275200, 8215932.52, 255.54, 4213491208.39
30-Dec-2005, 51.58, $513.00, 99.555600, 51.07206101, 51.470, $51.65, 0.339%, 2635900, 8464821.69, 263.28, 4341125179.91
02-Jan-2006, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY
03-Jan-2006, 53.12, $530.00, 99.552400, 52.76278442, 53.093, $53.12, 0.041%, 4605300, 8464821.69, 263.28, 4484836676.05
04-Jan-2006, 53.30, $529.50, 99.551300, 52.71241368, 53.220, $53.29, 0.122%, 5284800, 8462451.04, 263.21, 4480555162.69
05-Jan-2006, 52.34, $524.75, 99.550100, 52.23893941, 52.259, $52.34, 0.145%, 7661600, 9069706.96, 282.10, 4758967391.12
06-Jan-2006, 53.72, $535.25, 99.549200, 53.2837114, 53.732, $53.71, -0.041%, 4629800, 9069706.96, 282.10, 4854146108.40
09-Jan-2006, 54.60, $541.50, 99.546000, 53.90418846, 54.597, $54.60, -0.004%, 5393700, 9169253.01, 285.19, 4964575755.12
10-Jan-2006, 54.06, $543.50, 99.545000, 54.10271068, 54.028, $54.07, 0.068%, 5100300, 9169253.01, 285.19, 4982859653.85
11-Jan-2006, 54.53, $544.40, 99.543900, 54.19171861, 54.495, $54.53, 0.064%, 4209500, 9169253.01, 285.19, 4991057284.44
12-Jan-2006, 54.43, $542.50, 99.542800, 54.00196741, 54.444, $54.43, -0.044%, 3601400, 9169253.01, 285.19, 4973581198.13
13-Jan-2006, 54.43, $548.25, 99.541800, 54.57382541, 55.355, $55.44, 0.153%, 4339800, 9169253.01, 285.19, 5026247923.03
16-Jan-2006, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY
17-Jan-2006, 55.26, $553.25, 99.537600, 55.06918463, 55.198, $55.25, 0.085%, 5127700, 9199114.29, 286.12, 5088392776.96
18-Jan-2006, 54.51, $545.00, 99.536200, 54.24724191, 54.043, $54.09, 0.078%, 4544700, 9199114.29, 286.12, 5012445152.56
19-Jan-2006, 55.59, $554.75, 99.535500, 55.21732254, 55.486, $55.58, 0.160%, 5290700, 9298649.80, 289.22, 5157297927.22
20-Jan-2006, 55.20, $567.25, 99.534900, 56.46116978, 55.097, $55.20, 0.178%, 7270400, 9298649.80, 289.22, 5273473257.58
23-Jan-2006, 55.77, $554.50, 99.531000, 55.18997216, 55.717, $55.77, 0.095%, 4969400, 9338462.22, 290.46, 5176819388.43
24-Jan-2006, 55.73, $557.25, 99.530100, 55.46314654, 55.647, $55.72, 0.122%, 3419100, 9437992.32, 293.55, 5257906294.07
25-Jan-2006, 56.14, $561.75, 99.529200, 55.9105398, 56.049, $56.13, 0.144%, 9979600, 10035167.64, 312.13, 5635782409.20
26-Jan-2006, 55.88, $556.50, 99.527800, 55.3872678, 55.770, $55.88, 0.188%, 4287900, 10035167.64, 312.13, 5583036594.44
27-Jan-2006, 55.63, $561.75, 99.527000, 55.90932007, 55.660, $55.65, -0.027%, 4285300, 10572613.71, 328.84, 5937569793.05
30-Jan-2006, 56.68, $565.00, 99.523900, 56.2310283, 56.639, $56.70, 0.099%, 3966600, 10731852.02, 333.80, 6061704847.16
31-Jan-2006, 56.70, $568.75, 99.523000, 56.60373304, 56.623, $56.72, 0.162%, 5009900, 10731852.02, 333.80, 6101882421.54
01-Feb-2006, 56.70, $568.25, 99.521900, 56.55333659, 56.647, $56.69, 0.067%, 4700800, 10728788.03, 333.70, 6096449840.71
02-Feb-2006, 56.98, $572.15, 99.520800, 56.94086127, 56.936, $57.01, 0.130%, 5113000, 10927829.75, 339.89, 6252106565.17
03-Feb-2006, 56.50, $569.00, 99.519700, 56.62673736, 56.463, $56.47, 0.004%, 5051600, 11027349.50, 342.99, 6274242500.21
06-Feb-2006, 56.72, $569.75, 99.516400, 56.69951848, 56.716, $56.72, -0.002%, 5051600, 11027349.50, 342.99, 6282306647.48
07-Feb-2006, 54.60, $558.70, 99.515200, 55.59915996, 55.434, $54.59, -1.555%, 10187600, 11027349.50, 342.99, 6160386923.70
08-Feb-2006, 54.83, $548.75, 99.513900, 54.6082896, 54.847, $54.84, -0.022%, 5375900, 11027349.50, 342.99, 6050598487.54
09-Feb-2006, 56.18, $560.25, 99.513100, 55.75221398, 56.180, $56.17, -0.027%, 5297200, 11027349.50, 342.99, 6177345309.07
10-Feb-2006, 54.79, $557.00, 99.511900, 55.42815087, 54.826, $54.80, -0.057%, 4324800, 11027349.50, 342.99, 6141439115.89
13-Feb-2006, 53.72, $549.30, 99.508400, 54.65999591, 53.759, $53.74, -0.045%, 5122200, 11027349.50, 342.99, 6056327547.16
14-Feb-2006, 54.49, $539.70, 99.507000, 53.70396915, 54.465, $54.48, 0.018%, 3606600, 11027349.50, 342.99, 5950399781.40
15-Feb-2006, 53.76, $540.50, 99.506000, 53.78299959, 53.758, $53.77, 0.022%, 4813900, 11027349.50, 342.99, 5959156354.46
16-Feb-2006, 54.52, $538.75, 99.504800, 53.60824367, 54.513, $54.52, 0.004%, 5588700, 11027349.50, 342.99, 5939793398.50
17-Feb-2006, 54.52, $551.70, 99.504200, 54.89648841, 54.931, $54.96, 0.044%, 3927200, 11027349.50, 342.99, 6082530915.88
20-Feb-2006, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY, HOLIDAY
21-Feb-2006, 55.12, $554.00, 99.499900, 55.12298354, 55.098, $55.12, 0.031%, 3343500, 11027349.50, 342.99, 6107626576.27
22-Feb-2006, 55.34, $553.00, 99.498800, 55.02285573, 55.316, $55.34, 0.034%, 3835700, 11027349.50, 342.99, 6096532414.72
23-Feb-2006, 54.64, $551.20, 99.497600, 54.84311003, 54.629, $54.64, 0.011%, 2418500, 11027349.50, 342.99, 6076616591.83
24-Feb-2006, 55.64, $554.15, 99.496700, 55.136104, 55.613, $55.63, 0.022%, 4905900, 11027349.50, 342.99, 6109080323.27
27-Feb-2006, 55.22, $553.25, 99.493300, 55.04471997, 55.154, $55.19, 0.056%, 2271500, 11027349.50, 342.99, 6098954973.20
28-Feb-2006, 56.07, $556.00, 99.492400, 55.31780699, 55.959, $55.97, 0.020%, 3425800, 11027349.50, 342.99, 6129213014.11
01-Mar-2006, 56.10, $564.25, 99.491800, 56.13827149, 56.078, $56.11, 0.048%, 4266300, 11033329.16, 343.17, 6225734308.05
02-Mar-2006, 56.74, $563.75, 99.490700, 56.08791232, 56.700, $56.76, 0.097%, 3842000, 11033329.16, 343.17, 6220149476.74
03-Mar-2006, 56.28, $565.00, 99.489600, 56.21165754, 56.256, $56.27, 0.025%, 3100200, 11033329.16, 343.17, 6233872821.02
06-Mar-2006, 55.23, $565.25, 99.486300, 56.23468148, 55.239, $55.25, 0.011%, 5427100, 11282045.14, 350.91, 6377012880.93
07-Mar-2006, 54.95, $553.00, 99.485200, 55.01533913, 54.970, $54.97, -0.009%, 4385000, 11282045.14, 350.91, 6238739457.48
08-Mar-2006, 53.97, $544.75, 99.484100, 54.19396151, 54.004, $53.99, -0.035%, 6703400, 11282045.14, 350.91, 6145595235.34
09-Mar-2006, 54.24, $550.10, 99.483000, 54.72562757, 54.322, $54.25, -0.132%, 3798400, 11282045.14, 350.91, 6205886166.36
10-Mar-2006, 53.83, $535.00, 99.481700, 53.22276139, 53.820, $53.83, 0.019%, 6487300, 11282724.52, 350.93, 6035460972.33
13-Mar-2006, 54.31, $543.50, 99.478700, 54.06670772, 54.310, $54.32, 0.009%, 2301300, 11282724.52, 350.93, 6131164655.97
14-Mar-2006, 54.87, $545.80, 99.477700, 54.29495103, 54.837, $54.89, 0.087%, 2662500, 11282724.52, 350.93, 6157047447.13
15-Mar-2006, 55.12, $556.50, 99.476900, 55.35894005, 55.115, $55.13, 0.027%, 2662500, 11282724.52, 350.93, 6277703801.96
16-Mar-2006, 55.34, $552.75, 99.475700, 54.9852315, 55.313, $55.33, 0.022%, 3342200, 11282724.52, 350.93, 6235325251.94
17-Mar-2006, 55.12, $552.75, 99.474600, 54.98462892, 55.094, $55.11, 0.020%, 3342200, 11282724.52, 350.93, 6235256919.60
20-Mar-2006, 55.17, $555.75, 99.471500, 55.28130273, 55.122, $55.18, 0.096%, 1853500, 11282724.52, 350.93, 6268899729.71
